query	target	pident	evalue	qlen	tlen	alnlen	bits	tstart	tend	qstart	qend	qcov	tcov	neig1_id	query_source	query_clean	aro	gene_family	drug_class	mechanism	short_name	cryptic	has_human	tcov_tier	pident_tier
[CARD]gb|AAK37618.1|ARO:3005008|TxR	AF-Q5F8W5-F1-model_v6	13.8	6.593e-06	318	414	293	273	88	380	29	249	0.9213836477987422	0.7077294685990339	Q5F8W5	CARD	gb|AAK37618.1|ARO:3005008|TxR	ARO:3005008	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	TxR	True	True	70-90%	<30% cryptic
[SWISSPROT]sp|A8FRR4|ARNB_SHESH	AF-Q5F8X4-F1-model_v6	12.6	4.64e-16	388	404	387	670	1	379	1	387	0.9974226804123711	0.9579207920792079	Q5F8X4	SWISSPROT	sp|A8FRR4|ARNB_SHESH		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransfera			ARNB_SHESH	True	True	90-100%	<30% cryptic
[SWISSPROT]sp|P9WG46|GYRA_MYCTO	AF-Q5F8Y0-F1-model_v6	41.8	2.206e-89	838	916	896	4013	1	896	1	821	1.0	0.9781659388646288	Q5F8Y0	SWISSPROT	sp|P9WG46|GYRA_MYCTO		DNA gyrase subunit A			GYRA_MYCTO	False	True	90-100%	30-50% remote
[SWISSPROT]sp|A5U8S6|PAND_MYCTA	AF-Q5F8Y9-F1-model_v6	50.0	3.117e-19	139	127	126	746	1	126	1	125	0.9064748201438849	0.9921259842519685	Q5F8Y9	SWISSPROT	sp|A5U8S6|PAND_MYCTA		Aspartate 1-decarboxylase			PAND_MYCTA	False	False	90-100%	30-50% remote
[CARD]gb|WP_102607457.1|ARO:3004361|sul4	AF-Q5F8Z0-F1-model_v6	10.9	2.535e-07	287	280	285	341	1	271	1	285	0.9930313588850174	1.0	Q5F8Z0	CARD	gb|WP_102607457.1|ARO:3004361|sul4	ARO:3004361	sulfonamide resistant sul	sulfonamide antibiotic	antibiotic target replacement	sul4	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|A8C927|NPMA_ECOLX	AF-Q5F900-F1-model_v6	16.4	2.135e-07	219	221	185	308	11	195	36	219	0.8447488584474886	0.8371040723981901	Q5F900	SWISSPROT	sp|A8C927|NPMA_ECOLX		16S rRNA (adenine(1408)-N(1))-methyltransferase			NPMA_ECOLX	True	False	70-90%	<30% cryptic
[CARD]gb|AAG05661.1|ARO:3004107|Paer_soxR	AF-Q5F907-F1-model_v6	19.4	1.138e-06	156	135	112	291	1	112	8	119	0.717948717948718	0.8296296296296296	Q5F907	CARD	gb|AAG05661.1|ARO:3004107|Paer_soxR	ARO:3004107	ATP-binding cassette (ABC) antibiotic efflux pump;major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump	cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic	antibiotic efflux;antibiotic target alteration	Paer_soxR	True	False	70-90%	<30% cryptic
[CARD]gb|UXD71803.1|ARO:3007459|EstT	AF-Q5F908-F1-model_v6	10.2	3.603e-08	306	275	281	361	12	270	23	303	0.9183006535947712	1.0	Q5F908	CARD	gb|UXD71803.1|ARO:3007459|EstT	ARO:3007459	macrolide esterase	macrolide antibiotic	antibiotic inactivation	EstT	True	True	90-100%	<30% cryptic
[CARD]gb|BAH45481.1|ARO:3002815|clbB	AF-Q5F911-F1-model_v6	32.2	2.593e-30	343	364	341	1210	1	341	1	339	0.9941690962099126	0.9368131868131868	Q5F911	CARD	gb|BAH45481.1|ARO:3002815|clbB	ARO:3002815	Cfr 23S ribosomal RNA methyltransferase	lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic	antibiotic target alteration	clbB	False	False	90-100%	30-50% remote
[CARD]gb|WP_102607457.1|ARO:3004361|sul4	AF-Q5F913-F1-model_v6	11.7	1.735e-06	287	421	278	307	17	286	8	285	0.9686411149825784	0.6603325415676959	Q5F913	CARD	gb|WP_102607457.1|ARO:3004361|sul4	ARO:3004361	sulfonamide resistant sul	sulfonamide antibiotic	antibiotic target replacement	sul4	True	False	50-70%	<30% cryptic
[CARD]gb|CAM96571.1|ARO:3004605|ermZ	AF-Q5F929-F1-model_v6	16.0	8.729e-06	282	238	236	268	1	236	1	205	0.8368794326241135	0.9915966386554622	Q5F929	CARD	gb|CAM96571.1|ARO:3004605|ermZ	ARO:3004605	Erm 23S ribosomal RNA methyltransferase	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic	antibiotic target alteration	ermZ	True	True	90-100%	<30% cryptic
[SWISSPROT]sp|P23648|NSR_LACLL	AF-Q5F932-F1-model_v6	13.1	2.731e-14	318	491	384	593	3	386	1	302	1.0	0.7820773930753564	Q5F932	SWISSPROT	sp|P23648|NSR_LACLL		Nisin-resistance protein			NSR_LACLL	True	False	70-90%	<30% cryptic
[SWISSPROT]sp|P0A8M3|SYT_ECOLI	AF-Q5F938-F1-model_v6	14.9	1.9389999999999998e-22	642	570	545	1002	25	569	247	633	0.8489096573208723	0.956140350877193	Q5F938	SWISSPROT	sp|P0A8M3|SYT_ECOLI		Threonine--tRNA ligase			SYT_ECOLI	True	True	90-100%	<30% cryptic
[SWISSPROT]sp|P62580|CAT_SALTI	AF-Q5F940-F1-model_v6	14.1	6.118e-09	219	529	239	384	285	523	1	214	1.0	0.45179584120982985	Q5F940	SWISSPROT	sp|P62580|CAT_SALTI		Chloramphenicol acetyltransferase			CAT_SALTI	True	True	30-50%	<30% cryptic
[CARD]gb|AAP82271.1|ARO:3004123|Bpse_Omp38	AF-Q5F948-F1-model_v6	10.0	4.922e-08	374	497	350	372	197	497	25	374	0.9358288770053476	0.704225352112676	Q5F948	CARD	gb|AAP82271.1|ARO:3004123|Bpse_Omp38	ARO:3004123	General Bacterial Porin with reduced permeability to beta-lactams	carbapenem;cephalosporin;monobactam;penicillin beta-lactam	reduced permeability to antibiotic	Bpse_Omp38	True	False	70-90%	<30% cryptic
[CARD]gb|MCO7070877.1|ARO:3007433|almE	AF-Q5F969-F1-model_v6	19.1	4.306e-39	556	517	523	1613	5	517	29	551	0.9406474820143885	1.0	Q5F969	CARD	gb|MCO7070877.1|ARO:3007433|almE	ARO:3007433	alm glycyltransferase;polymyxin resistance operon	peptide antibiotic	antibiotic target alteration	almE	True	True	90-100%	<30% cryptic
[SWISSPROT]sp|Q8L0X4|MEGL_FUSNP	AF-Q5F9D9-F1-model_v6	13.0	4.144e-12	395	395	388	546	16	394	8	395	0.9822784810126582	0.9822784810126582	Q5F9D9	SWISSPROT	sp|Q8L0X4|MEGL_FUSNP		L-methionine gamma-lyase			MEGL_FUSNP	True	True	90-100%	<30% cryptic
[SWISSPROT]sp|P9WQL8|DRRA_MYCTO	AF-Q5F9F1-F1-model_v6	27.3	4.4109999999999995e-23	331	358	250	1002	1	250	6	241	0.7552870090634441	0.6983240223463687	Q5F9F1	SWISSPROT	sp|P9WQL8|DRRA_MYCTO		Doxorubicin resistance ATP-binding protein DrrA			DRRA_MYCTO	True	True	50-70%	<30% cryptic
[SWISSPROT]sp|P14171|BLAC_RHOCA	AF-Q5F9F3-F1-model_v6	14.5	1.918e-09	293	389	286	437	1	282	3	288	0.9761092150170648	0.7352185089974294	Q5F9F3	SWISSPROT	sp|P14171|BLAC_RHOCA		Beta-lactamase			BLAC_RHOCA	True	False	70-90%	<30% cryptic
[CARD]gb|AAB64408.1|ARO:3007050|mreA	AF-Q5F9F8-F1-model_v6	15.3	5.268e-06	311	278	272	266	1	272	1	257	0.8745980707395499	0.9784172661870504	Q5F9F8	CARD	gb|AAB64408.1|ARO:3007050|mreA	ARO:3007050	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux	mreA	True	False	90-100%	<30% cryptic
[CARD]gb|CAB37345.2|ARO:3004592|erm(32)	AF-Q5F9G0-F1-model_v6	11.9	2.251e-06	280	263	263	279	1	255	1	263	0.9392857142857143	1.0	Q5F9G0	CARD	gb|CAB37345.2|ARO:3004592|erm(32)	ARO:3004592	Erm 23S ribosomal RNA methyltransferase	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic	antibiotic target alteration	erm(32)	True	True	90-100%	<30% cryptic
[CARD]gb|UXD71803.1|ARO:3007459|EstT	AF-Q5F9G1-F1-model_v6	12.8	1.479e-07	306	213	274	337	3	203	24	297	0.8954248366013072	1.0	Q5F9G1	CARD	gb|UXD71803.1|ARO:3007459|EstT	ARO:3007459	macrolide esterase	macrolide antibiotic	antibiotic inactivation	EstT	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|P0A8M3|SYT_ECOLI	AF-Q5F9G8-F1-model_v6	14.1	6.505e-18	642	431	425	809	3	427	255	630	0.661993769470405	0.9860788863109049	Q5F9G8	SWISSPROT	sp|P0A8M3|SYT_ECOLI		Threonine--tRNA ligase			SYT_ECOLI	True	True	90-100%	<30% cryptic
[CARD]gb|AAK37618.1|ARO:3005008|TxR	AF-Q5F9I6-F1-model_v6	19.5	1.772e-09	318	763	244	413	475	718	29	249	0.7672955974842768	0.3197903014416776	Q5F9I6	CARD	gb|AAK37618.1|ARO:3005008|TxR	ARO:3005008	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	TxR	True	True	30-50%	<30% cryptic
[CARD]gb|WP_010896559.1|ARO:3004643|Erm(K)	AF-Q5F9I9-F1-model_v6	13.5	8.962e-06	284	514	214	270	196	409	23	198	0.7535211267605634	0.4163424124513619	Q5F9I9	CARD	gb|WP_010896559.1|ARO:3004643|Erm(K)	ARO:3004643	Erm 23S ribosomal RNA methyltransferase	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic	antibiotic target alteration	Erm(K)	True	False	30-50%	<30% cryptic
[SWISSPROT]sp|Q4KC82|ARNA_PSEF5	AF-Q5F9J0-F1-model_v6	17.0	2.879e-15	668	334	335	662	1	331	319	653	0.5014970059880239	1.0	Q5F9J0	SWISSPROT	sp|Q4KC82|ARNA_PSEF5		Bifunctional polymyxin resistance protein ArnA			ARNA_PSEF5	True	True	90-100%	<30% cryptic
[SWISSPROT]sp|P0A8M3|SYT_ECOLI	AF-Q5F9J6-F1-model_v6	11.5	1.672e-10	642	383	356	493	5	360	255	576	0.5545171339563862	0.9295039164490861	Q5F9J6	SWISSPROT	sp|P0A8M3|SYT_ECOLI		Threonine--tRNA ligase			SYT_ECOLI	True	False	90-100%	<30% cryptic
[CARD]gb|AML99881.1|ARO:3001327|MdtK	AF-Q5F9J8-F1-model_v6	19.4	1.999e-17	474	459	448	1036	1	447	14	461	0.9451476793248945	0.9760348583877996	Q5F9J8	CARD	gb|AML99881.1|ARO:3001327|MdtK	ARO:3001327	multidrug and toxic compound extrusion (MATE) transporter	fluoroquinolone antibiotic	antibiotic efflux	MdtK	True	True	90-100%	<30% cryptic
[SWISSPROT]sp|B2TW38|ARNA_SHIB3	AF-Q5F9K1-F1-model_v6	14.8	8.502e-11	526	258	295	469	1	248	176	470	0.5608365019011406	1.0	Q5F9K1	SWISSPROT	sp|B2TW38|ARNA_SHIB3		Putative bifunctional polymyxin resistance protein ArnA			ARNA_SHIB3	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|O25608|RDXA_HELPY	AF-Q5F9K5-F1-model_v6	21.9	5.523e-18	210	221	221	727	1	221	1	210	1.0	1.0	Q5F9K5	SWISSPROT	sp|O25608|RDXA_HELPY		Oxygen-insensitive NADPH nitroreductase			RDXA_HELPY	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|Q8L0X4|MEGL_FUSNP	AF-Q5F9K7-F1-model_v6	38.7	2.751e-43	395	385	390	1839	1	384	6	395	0.9873417721518988	1.0	Q5F9K7	SWISSPROT	sp|Q8L0X4|MEGL_FUSNP		L-methionine gamma-lyase			MEGL_FUSNP	False	True	90-100%	30-50% remote
[SWISSPROT]sp|P59655|DHPS_STRR6	AF-Q5F9K8-F1-model_v6	12.5	5.369e-06	314	333	307	298	26	332	1	294	0.9777070063694268	0.9219219219219219	Q5F9K8	SWISSPROT	sp|P59655|DHPS_STRR6		Dihydropteroate synthase			DHPS_STRR6	True	True	90-100%	<30% cryptic
[CARD]gb|APB03216.1|ARO:3003982|LlmA_23S_CLI	AF-Q5F9L0-F1-model_v6	15.2	6.045e-06	287	206	189	268	30	204	99	287	0.6585365853658537	0.9174757281553398	Q5F9L0	CARD	gb|APB03216.1|ARO:3003982|LlmA_23S_CLI	ARO:3003982	Llm 23S ribosomal RNA methyltransferase	lincosamide antibiotic	antibiotic target alteration	LlmA_23S_CLI	True	True	90-100%	<30% cryptic
[CARD]gb|ADZ12699.1|ARO:3005091|RanA	AF-Q5F9L9-F1-model_v6	27.9	1.909e-24	258	251	250	1024	1	250	1	247	0.9689922480620154	0.9960159362549801	Q5F9L9	CARD	gb|ADZ12699.1|ARO:3005091|RanA	ARO:3005091	ATP-binding cassette (ABC) antibiotic efflux pump	aminoglycoside antibiotic	antibiotic efflux	RanA	True	True	90-100%	<30% cryptic
[CARD]gb|VWQ00850.1|ARO:3003843|leuO	AF-Q5F9M1-F1-model_v6	11.7	1.738e-08	314	274	217	371	36	252	100	314	0.6910828025477707	0.791970802919708	Q5F9M1	CARD	gb|VWQ00850.1|ARO:3003843|leuO	ARO:3003843	major facilitator superfamily (MFS) antibiotic efflux pump	disinfecting agents and antiseptics;nucleoside antibiotic	antibiotic efflux	leuO	True	False	70-90%	<30% cryptic
[CARD]gb|CCA59315.1|ARO:3007208|HelR	AF-Q5F9M3-F1-model_v6	12.7	3.292e-09	722	1200	838	466	1	838	190	722	1.0	0.6983333333333334	Q5F9M3	CARD	gb|CCA59315.1|ARO:3007208|HelR	ARO:3007208	helicase-like RNA polymerase protection protein	rifamycin antibiotic	antibiotic target protection	HelR	True	False	50-70%	<30% cryptic
[CARD]gb|AAB60941.1|ARO:3005099|Spyo_ErmA_MLSb	AF-Q5F9M8-F1-model_v6	14.6	2.916e-06	243	374	179	282	1	179	1	178	0.7366255144032922	0.4786096256684492	Q5F9M8	CARD	gb|AAB60941.1|ARO:3005099|Spyo_ErmA_MLSb	ARO:3005099	Erm 23S ribosomal RNA methyltransferase	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic	antibiotic target alteration	Spyo_ErmA_MLSb	True	True	30-50%	<30% cryptic
[SWISSPROT]sp|O52836|TETW_BUTFI	AF-Q5F9P9-F1-model_v6	18.5	1.0439999999999999e-33	639	597	613	1460	1	478	1	613	0.9593114241001565	1.0	Q5F9P9	SWISSPROT	sp|O52836|TETW_BUTFI		Tetracycline resistance protein TetW			TETW_BUTFI	True	True	90-100%	<30% cryptic
[SWISSPROT]sp|Q8D341|ARNA_WIGBR	AF-Q5F9Q9-F1-model_v6	13.3	7.909e-14	654	287	333	603	1	285	315	647	0.5091743119266054	1.0	Q5F9Q9	SWISSPROT	sp|Q8D341|ARNA_WIGBR		Bifunctional polymyxin resistance protein ArnA			ARNA_WIGBR	True	True	90-100%	<30% cryptic
[CARD]gb|XGJ10589.1|ARO:3008674|OXA-1264	AF-Q5F9R4-F1-model_v6	12.5	1.555e-06	289	312	311	312	1	311	3	287	1.0	0.9967948717948718	Q5F9R4	CARD	gb|XGJ10589.1|ARO:3008674|OXA-1264	ARO:3008674	OXA beta-lactamase;OXA-62-like beta-lactamase	carbapenem;penicillin beta-lactam	antibiotic inactivation	OXA-1264	True	False	90-100%	<30% cryptic
[CARD]gb|CAA54273.1|ARO:3007106|nimD	AF-Q5F9R8-F1-model_v6	16.5	2.948e-06	164	159	142	290	1	130	12	153	0.8658536585365854	0.8930817610062893	Q5F9R8	CARD	gb|CAA54273.1|ARO:3007106|nimD	ARO:3007106	nitroimidazole reductase	nitroimidazole antibiotic	antibiotic inactivation	nimD	True	False	70-90%	<30% cryptic
[SWISSPROT]sp|P37000|MYRA_MICGR	AF-Q5F9R9-F1-model_v6	14.9	3.713e-08	295	245	248	352	1	245	48	295	0.8406779661016949	1.0	Q5F9R9	SWISSPROT	sp|P37000|MYRA_MICGR		Putative 23S rRNA (guanine-N(1)-)-methyltransferase			MYRA_MICGR	True	True	90-100%	<30% cryptic
[CARD]gb|QIM09823.1|ARO:3005056|tet(X6)	AF-Q5F9S1-F1-model_v6	12.8	1.05e-12	378	539	409	554	126	534	3	350	1.0	0.7588126159554731	Q5F9S1	CARD	gb|QIM09823.1|ARO:3005056|tet(X6)	ARO:3005056	tetracycline inactivation enzyme	tetracycline antibiotic	antibiotic inactivation	tet(X6)	True	False	70-90%	<30% cryptic
[SWISSPROT]sp|P12921|TMRB_BACSU	AF-Q5F9S5-F1-model_v6	15.9	2.539e-06	197	284	170	268	3	156	2	171	0.8629441624365483	0.5985915492957746	Q5F9S5	SWISSPROT	sp|P12921|TMRB_BACSU		Tunicamycin resistance protein			TMRB_BACSU	True	False	50-70%	<30% cryptic
[SWISSPROT]sp|Q8L0X4|MEGL_FUSNP	AF-Q5F9T2-F1-model_v6	11.6	2.818e-10	395	433	416	470	12	427	8	395	1.0	0.9607390300230947	Q5F9T2	SWISSPROT	sp|Q8L0X4|MEGL_FUSNP		L-methionine gamma-lyase			MEGL_FUSNP	True	True	90-100%	<30% cryptic
[SWISSPROT]sp|P0A8M3|SYT_ECOLI	AF-Q5F9U4-F1-model_v6	61.1	2.293e-95	642	637	635	4112	1	633	1	635	0.9890965732087228	0.9968602825745683	Q5F9U4	SWISSPROT	sp|P0A8M3|SYT_ECOLI		Threonine--tRNA ligase			SYT_ECOLI	False	True	90-100%	50-70% moderate
[CARD]gb|AAC60780.1|ARO:3003049|rosB	AF-Q5F9U8-F1-model_v6	17.9	3.843e-12	563	576	382	726	9	390	11	392	0.6785079928952042	0.6631944444444444	Q5F9U8	CARD	gb|AAC60780.1|ARO:3003049|rosB	ARO:3003049	major facilitator superfamily (MFS) antibiotic efflux pump	peptide antibiotic	antibiotic efflux	rosB	True	False	50-70%	<30% cryptic
[CARD]gb|QWJ89341.1|ARO:3008078|B3SU1-1	AF-Q5F9W1-F1-model_v6	13.7	5.133e-06	303	759	230	272	484	672	27	256	0.759075907590759	0.30303030303030304	Q5F9W1	CARD	gb|QWJ89341.1|ARO:3008078|B3SU1-1	ARO:3008078	B3SU1 beta-lactamase	cephalosporin	antibiotic inactivation	B3SU1-1	True	False	30-50%	<30% cryptic
[CARD]gb|WP_010896559.1|ARO:3004643|Erm(K)	AF-Q5F9W4-F1-model_v6	21.3	1.072e-22	284	259	257	939	1	256	13	269	0.9049295774647887	0.9922779922779923	Q5F9W4	CARD	gb|WP_010896559.1|ARO:3004643|Erm(K)	ARO:3004643	Erm 23S ribosomal RNA methyltransferase	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic	antibiotic target alteration	Erm(K)	True	True	90-100%	<30% cryptic
[CARD]gb|ADZ12699.1|ARO:3005091|RanA	AF-Q5F9W7-F1-model_v6	29.1	7.265e-26	258	242	239	1081	1	238	1	239	0.9263565891472868	0.987603305785124	Q5F9W7	CARD	gb|ADZ12699.1|ARO:3005091|RanA	ARO:3005091	ATP-binding cassette (ABC) antibiotic efflux pump	aminoglycoside antibiotic	antibiotic efflux	RanA	True	True	90-100%	<30% cryptic
[SWISSPROT]sp|I6Y0R5|FOLC_MYCTU	AF-Q5F9X0-F1-model_v6	25.7	1.97e-32	487	424	456	1408	3	423	26	481	0.9363449691991786	1.0	Q5F9X0	SWISSPROT	sp|I6Y0R5|FOLC_MYCTU		Dihydrofolate synthase/folylpolyglutamate synthase			FOLC_MYCTU	True	True	90-100%	<30% cryptic
[SWISSPROT]sp|Q2T4M6|ACCA2_BURTA	AF-Q5F9Y5-F1-model_v6	14.5	1.934e-07	322	290	243	348	44	286	59	300	0.7546583850931677	0.8379310344827586	Q5F9Y5	SWISSPROT	sp|Q2T4M6|ACCA2_BURTA		Acetyl-coenzyme A carboxylase carboxyl transferase subunit a			ACCA2_BURTA	True	True	70-90%	<30% cryptic
[CARD]gb|WP_102607457.1|ARO:3004361|sul4	AF-Q5F9Y6-F1-model_v6	13.9	6.632e-07	287	261	274	324	13	253	12	285	0.9547038327526133	1.0	Q5F9Y6	CARD	gb|WP_102607457.1|ARO:3004361|sul4	ARO:3004361	sulfonamide resistant sul	sulfonamide antibiotic	antibiotic target replacement	sul4	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|C5BDQ5|ARNC_EDWI9	AF-Q5F9Y9-F1-model_v6	14.0	4.727e-06	325	253	252	276	1	252	6	226	0.7753846153846153	0.9960474308300395	Q5F9Y9	SWISSPROT	sp|C5BDQ5|ARNC_EDWI9		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose trans			ARNC_EDWI9	True	False	90-100%	<30% cryptic
[CARD]gb|CDO13836.1|ARO:3005044|OmpA	AF-Q5FA01-F1-model_v6	18.1	4.577e-08	374	175	199	386	2	175	21	219	0.5320855614973262	1.0	Q5FA01	CARD	gb|CDO13836.1|ARO:3005044|OmpA	ARO:3005044	General Bacterial Porin with reduced permeability to peptide antibiotics	peptide antibiotic	reduced permeability to antibiotic	OmpA	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|Q9I5U0|MURU_PSEAE	AF-Q5FA14-F1-model_v6	19.3	9.988e-14	224	289	282	535	6	287	2	224	1.0	0.9757785467128027	Q5FA14	SWISSPROT	sp|Q9I5U0|MURU_PSEAE		N-acetylmuramate alpha-1-phosphate uridylyltransferase			MURU_PSEAE	True	True	90-100%	<30% cryptic
[CARD]gb|VWQ00850.1|ARO:3003843|leuO	AF-Q5FA17-F1-model_v6	8.6	4.285e-06	314	331	263	278	10	272	102	312	0.8375796178343949	0.7945619335347432	Q5FA17	CARD	gb|VWQ00850.1|ARO:3003843|leuO	ARO:3003843	major facilitator superfamily (MFS) antibiotic efflux pump	disinfecting agents and antiseptics;nucleoside antibiotic	antibiotic efflux	leuO	True	False	70-90%	<30% cryptic
[SWISSPROT]sp|Q5WNX0|BCRA_ENTFL	AF-Q5FA19-F1-model_v6	21.8	9.093e-22	308	352	293	915	1	282	4	296	0.9512987012987013	0.8323863636363636	Q5FA19	SWISSPROT	sp|Q5WNX0|BCRA_ENTFL		Bacitracin transport ATP-binding protein BcrA			BCRA_ENTFL	True	True	70-90%	<30% cryptic
[SWISSPROT]sp|P0AC11|DHP2_ECOLX	AF-Q5FA22-F1-model_v6	13.4	1.623e-06	271	245	260	292	1	244	5	264	0.959409594095941	1.0	Q5FA22	SWISSPROT	sp|P0AC11|DHP2_ECOLX		Dihydropteroate synthase type-2			DHP2_ECOLX	True	False	90-100%	<30% cryptic
[CARD]gb|WP_102607457.1|ARO:3004361|sul4	AF-Q5FA23-F1-model_v6	15.8	3.986e-07	287	255	270	333	2	248	11	280	0.9407665505226481	1.0	Q5FA23	CARD	gb|WP_102607457.1|ARO:3004361|sul4	ARO:3004361	sulfonamide resistant sul	sulfonamide antibiotic	antibiotic target replacement	sul4	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|Q46306|TETP_CLOPF	AF-Q5FA25-F1-model_v6	23.5	1.001e-32	652	531	463	1409	11	473	2	438	0.7101226993865031	0.871939736346516	Q5FA25	SWISSPROT	sp|Q46306|TETP_CLOPF		Tetracycline resistance protein TetP			TETP_CLOPF	True	True	70-90%	<30% cryptic
[SWISSPROT]sp|C5BDQ5|ARNC_EDWI9	AF-Q5FA27-F1-model_v6	13.9	9.921e-09	325	327	322	380	1	322	8	292	0.9907692307692307	0.9847094801223242	Q5FA27	SWISSPROT	sp|C5BDQ5|ARNC_EDWI9		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose trans			ARNC_EDWI9	True	True	90-100%	<30% cryptic
[SWISSPROT]sp|P9WK45|LPRG_MYCTU	AF-Q5FA29-F1-model_v6	15.1	3.599e-08	236	207	222	390	1	200	14	235	0.940677966101695	1.0	Q5FA29	SWISSPROT	sp|P9WK45|LPRG_MYCTU		Lipoarabinomannan carrier protein LprG			LPRG_MYCTU	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|Q88M11|MUPP_PSEPK	AF-Q5FA31-F1-model_v6	37.7	1.0469999999999998e-22	223	220	217	949	1	217	2	218	0.9730941704035875	0.9863636363636363	Q5FA31	SWISSPROT	sp|Q88M11|MUPP_PSEPK		N-acetylmuramic acid 6-phosphate phosphatase			MUPP_PSEPK	False	True	90-100%	30-50% remote
[SWISSPROT]sp|Q81BR3|RPH_BACCR	AF-Q5FA34-F1-model_v6	17.4	5.997e-26	868	794	867	1376	1	463	1	867	0.9988479262672811	1.0	Q5FA34	SWISSPROT	sp|Q81BR3|RPH_BACCR		Rifampicin phosphotransferase			RPH_BACCR	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|A0A0H4TXY1|TET55_UNKP	AF-Q5FA37-F1-model_v6	8.6	5.591e-11	385	431	401	480	30	430	4	349	1.0	0.9303944315545244	Q5FA37	SWISSPROT	sp|A0A0H4TXY1|TET55_UNKP		Flavin-dependent monooxygenase			TET55_UNKP	True	True	90-100%	<30% cryptic
[CARD]gb|CDO61516.1|ARO:3003949|efrB	AF-Q5FA40-F1-model_v6	22.2	6.967e-14	362	374	214	582	1	202	149	362	0.5911602209944752	0.5721925133689839	Q5FA40	CARD	gb|CDO61516.1|ARO:3003949|efrB	ARO:3003949	ATP-binding cassette (ABC) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	efrB	True	True	50-70%	<30% cryptic
[CARD]gb|AAG03548.1|ARO:3003681|TriC	AF-Q5FA43-F1-model_v6	11.2	4.033e-09	1015	617	605	514	1	605	2	508	0.5960591133004927	0.9805510534846029	Q5FA43	CARD	gb|AAG03548.1|ARO:3003681|TriC	ARO:3003681	resistance-nodulation-cell division (RND) antibiotic efflux pump	disinfecting agents and antiseptics	antibiotic efflux	TriC	True	False	90-100%	<30% cryptic
[CARD]gb|TKW44661.1|ARO:3005040|YajC	AF-Q5FA44-F1-model_v6	36.9	1.539e-08	112	88	84	337	5	88	24	105	0.75	0.9545454545454546	Q5FA44	CARD	gb|TKW44661.1|ARO:3005040|YajC	ARO:3005040	resistance-nodulation-cell division (RND) antibiotic efflux pump	cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycopeptide antibiotic;glycylcycline;oxazolidinone antibiotic;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic	antibiotic efflux	YajC	False	False	90-100%	30-50% remote
[CARD]gb|AAD51348.1|ARO:3003066|smeR	AF-Q5FA55-F1-model_v6	34.0	4.0399999999999994e-22	229	225	222	851	1	222	8	227	0.9694323144104804	0.9866666666666667	Q5FA55	CARD	gb|AAD51348.1|ARO:3003066|smeR	ARO:3003066	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic;cephalosporin;penicillin beta-lactam	antibiotic efflux	smeR	False	False	90-100%	30-50% remote
[CARD]gb|AAG06466.1|ARO:3005064|cprS	AF-Q5FA56-F1-model_v6	16.7	3.309e-14	431	468	457	617	1	457	5	429	1.0	0.9764957264957265	Q5FA56	CARD	gb|AAG06466.1|ARO:3005064|cprS	ARO:3005064	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic efflux;antibiotic target alteration	cprS	True	False	90-100%	<30% cryptic
