neig1_id	query	target	pident	evalue	qlen	tlen	alnlen	bits	tstart	tend	qstart	qend	qcov	tcov	query_source	query_clean	aro	gene_family	drug_class	mechanism	short_name	cryptic	has_human	tcov_tier	pident_tier	uniprot_gene	uniprot_name	amr_keywords	has_amr_kw	kegg_id	pdb_refs	mean_plddt	pident_cat	tcov_cat	kegg_pathways
Q5F7X4	[SWISSPROT]sp|Q9HWC1|COAX_PSEAE	AF-Q5F7X4-F1-model_v6	9.2	8.697e-07	248	502	268	304	9	276	2	244	1.0	0.5338645418326693	SWISSPROT	sp|Q9HWC1|COAX_PSEAE		Type III pantothenate kinase			COAX_PSEAE	True	False	50-70%	<30% cryptic				False			251.5	"<30%
cryptic"	50-70%	Purine metabolism;Metabolic pathways
Q5F7X9	[CARD]gb|AAD08227.1|ARO:3003964|hp1181	AF-Q5F7X9-F1-model_v6	29.0	1.4009999999999998e-22	443	460	446	1288	14	459	2	440	1.0	0.9695652173913043	CARD	gb|AAD08227.1|ARO:3003964|hp1181	ARO:3003964	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic;nitroimidazole antibiotic;tetracycline antibiotic	antibiotic efflux	hp1181	True	False	90-100%	<30% cryptic				False			230.5	"<30%
cryptic"	90-100%	
Q5F813	[CARD]gb|AAD44693.1|ARO:3000816|mtrA	AF-Q5F813-F1-model_v6	14.9	5.731e-12	301	282	283	549	15	262	13	295	0.9401993355481728	1.0	CARD	gb|AAD44693.1|ARO:3000816|mtrA	ARO:3000816	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux	mtrA	True	False	90-100%	<30% cryptic				False			141.5	"<30%
cryptic"	90-100%	
Q5F815	[CARD]gb|QFQ03949.1|ARO:3005051|LpsB	AF-Q5F815-F1-model_v6	13.9	7.864e-09	366	336	301	384	3	278	1	301	0.8224043715846995	0.8958333333333334	CARD	gb|QFQ03949.1|ARO:3005051|LpsB	ARO:3005051	Intrinsic peptide antibiotic resistant Lps	peptide antibiotic	reduced permeability to antibiotic	LpsB	True	False	70-90%	<30% cryptic		lipopolysaccharide heptosyltransferase II		False			168.5	"<30%
cryptic"	70-90%	Lipopolysaccharide biosynthesis;Metabolic pathways
Q5F817	[SWISSPROT]sp|A0R607|DPRE1_MYCS2	AF-Q5F817-F1-model_v6	16.2	3.982e-20	460	455	437	875	25	448	13	449	0.95	0.9604395604395605	SWISSPROT	sp|A0R607|DPRE1_MYCS2		Decaprenylphosphoryl-beta-D-ribose oxidase			DPRE1_MYCS2	True	True	90-100%	<30% cryptic				False			228.0	"<30%
cryptic"	90-100%	
Q5F827	[CARD]gb|QNR09091.1|ARO:3007044|mef(F)	AF-Q5F827-F1-model_v6	15.8	3.15e-12	397	436	410	727	14	423	8	397	1.0	0.9403669724770642	CARD	gb|QNR09091.1|ARO:3007044|mef(F)	ARO:3007044	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux	mef(F)	True	False	90-100%	<30% cryptic				False			218.5	"<30%
cryptic"	90-100%	
Q5F829	[SWISSPROT]sp|Q9I5U0|MURU_PSEAE	AF-Q5F829-F1-model_v6	13.4	1.844e-06	224	229	223	272	6	228	2	222	0.9955357142857143	0.9737991266375546	SWISSPROT	sp|Q9I5U0|MURU_PSEAE		N-acetylmuramate alpha-1-phosphate uridylyltransferase			MURU_PSEAE	True	True	90-100%	<30% cryptic	ispD	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase		False			115.0	"<30%
cryptic"	90-100%	Terpenoid backbone biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites
Q5F839	[SWISSPROT]sp|P9WLN1|Y2005_MYCTU	AF-Q5F839-F1-model_v6	27.4	9.617e-09	295	154	148	382	3	150	8	150	0.5016949152542373	0.961038961038961	SWISSPROT	sp|P9WLN1|Y2005_MYCTU		Universal stress protein Rv2005c			Y2005_MYCTU	True	False	90-100%	<30% cryptic		Universal stress protein		False			77.5	"<30%
cryptic"	90-100%	
Q5F842	[CARD]gb|BAA32493.1|ARO:3000423|FomA	AF-Q5F842-F1-model_v6	16.7	9.864e-12	266	405	257	485	2	242	5	261	0.9661654135338346	0.6345679012345679	CARD	gb|BAA32493.1|ARO:3000423|FomA	ARO:3000423	Fom phosphotransferase family	phosphonic acid antibiotic	antibiotic inactivation	FomA	True	False	50-70%	<30% cryptic		Aspartokinase		False			203.0	"<30%
cryptic"	50-70%	Glycine, serine and threonine metabolism;Monobactam biosynthesis;Cysteine and methionine metabolism;Lysine biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids
Q5F847	[CARD]gb|UXD71803.1|ARO:3007459|EstT	AF-Q5F847-F1-model_v6	14.9	1.162e-14	306	310	299	615	9	307	26	305	0.9771241830065359	0.964516129032258	CARD	gb|UXD71803.1|ARO:3007459|EstT	ARO:3007459	macrolide esterase	macrolide antibiotic	antibiotic inactivation	EstT	True	False	90-100%	<30% cryptic		Proline iminopeptidase		False			155.5	"<30%
cryptic"	90-100%	Arginine and proline metabolism;Metabolic pathways
Q5F855	[SWISSPROT]sp|Q9HTC0|WBPZ_PSEAE	AF-Q5F855-F1-model_v6	12.8	2.004e-08	381	383	375	373	8	382	2	367	0.984251968503937	0.97911227154047	SWISSPROT	sp|Q9HTC0|WBPZ_PSEAE		D-rhamnosyltransferase WbpZ			WBPZ_PSEAE	True	False	90-100%	<30% cryptic		Protein-arginine rhamnosyltransferase		False			192.0	"<30%
cryptic"	90-100%	
Q5F857	[SWISSPROT]sp|P25397|TEHB_ECOLI	AF-Q5F857-F1-model_v6	9.8	1.715e-08	197	193	192	345	1	192	16	194	0.9746192893401016	0.9948186528497409	SWISSPROT	sp|P25397|TEHB_ECOLI		Tellurite methyltransferase			TEHB_ECOLI	True	False	90-100%	<30% cryptic				False			97.0	"<30%
cryptic"	90-100%	
Q5F858	[CARD]gb|UXD71803.1|ARO:3007459|EstT	AF-Q5F858-F1-model_v6	13.0	2.789e-13	306	379	367	561	10	376	23	306	1.0	0.9683377308707124	CARD	gb|UXD71803.1|ARO:3007459|EstT	ARO:3007459	macrolide esterase	macrolide antibiotic	antibiotic inactivation	EstT	True	False	90-100%	<30% cryptic	metXS	Homoserine O-succinyltransferase		False			190.0	"<30%
cryptic"	90-100%	Cysteine and methionine metabolism;Sulfur metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids
Q5F862	[SWISSPROT]sp|P59655|DHPS_STRR6	AF-Q5F862-F1-model_v6	12.6	4.621e-07	314	292	292	343	18	289	7	298	0.9299363057324841	1.0	SWISSPROT	sp|P59655|DHPS_STRR6		Dihydropteroate synthase			DHPS_STRR6	True	True	90-100%	<30% cryptic		Methylenetetrahydrofolate reductase		False			146.5	"<30%
cryptic"	90-100%	
Q5F870	[CARD]gb|APE19944.1|ARO:3007209|Sven_rox	AF-Q5F870-F1-model_v6	12.9	1.344e-08	476	587	564	403	8	571	2	459	1.0	0.9608177172061328	CARD	gb|APE19944.1|ARO:3007209|Sven_rox	ARO:3007209	rifampin monooxygenase	rifamycin antibiotic	antibiotic inactivation	Sven_rox	True	True	90-100%	<30% cryptic		Succinate dehydrogenase flavoprotein subunit		False			294.0	"<30%
cryptic"	90-100%	Citrate cycle (TCA cycle);Oxidative phosphorylation;Butanoate metabolism;Other carbon fixation pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism
Q5F875	[CARD]gb|AAO52851.1|ARO:3004456|Efac_ACT_CHL	AF-Q5F875-F1-model_v6	9.8	9.376e-10	215	393	213	413	178	390	15	215	0.9906976744186047	0.5419847328244275	CARD	gb|AAO52851.1|ARO:3004456|Efac_ACT_CHL	ARO:3004456	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation	Efac_ACT_CHL	True	True	50-70%	<30% cryptic		Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex		False			197.0	"<30%
cryptic"	50-70%	Citrate cycle (TCA cycle);Lysine degradation;Tryptophan metabolism;Lipoic acid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;2-Oxocarboxylic acid metabolism
Q5F876	[CARD]gb|BAD58386.1|ARO:3007210|Nfar_rox	AF-Q5F876-F1-model_v6	13.1	2.844e-06	473	477	351	310	1	351	1	312	0.7420718816067653	0.7358490566037735	CARD	gb|BAD58386.1|ARO:3007210|Nfar_rox	ARO:3007210	rifampin monooxygenase	rifamycin antibiotic	antibiotic inactivation	Nfar_rox	True	True	70-90%	<30% cryptic		Dihydrolipoyl dehydrogenase		False			239.0	"<30%
cryptic"	70-90%	Glycolysis / Gluconeogenesis;Citrate cycle (TCA cycle);Glycine, serine and threonine metabolism;Valine, leucine and isoleucine degradation;Lysine degradation;Tryptophan metabolism;Pyruvate metabolism;Glyoxylate and dicarboxylate metabolism;Propanoate metabolism;One carbon pool by folate;Lipoic acid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of cofactors
Q5F878	[CARD]gb|ACL82961.1|ARO:3002911|vanM	AF-Q5F878-F1-model_v6	13.2	5.159e-06	343	388	229	278	4	232	132	323	0.6676384839650146	0.5902061855670103	CARD	gb|ACL82961.1|ARO:3002911|vanM	ARO:3002911	Van ligase;glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration	vanM	True	True	50-70%	<30% cryptic	sucC	Succinate--CoA ligase [ADP-forming] subunit beta		False			194.5	"<30%
cryptic"	50-70%	Citrate cycle (TCA cycle);Propanoate metabolism;C5-Branched dibasic acid metabolism;Other carbon fixation pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism
Q5F886	[CARD]gb|AAW38464.1|ARO:3004572|Saur_LmrS	AF-Q5F886-F1-model_v6	21.6	1.986e-21	480	468	469	1259	1	456	1	469	0.9770833333333333	1.0	CARD	gb|AAW38464.1|ARO:3004572|Saur_LmrS	ARO:3004572	major facilitator superfamily (MFS) antibiotic efflux pump	aminoglycoside antibiotic;diaminopyrimidine antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic	antibiotic efflux	Saur_LmrS	True	False	90-100%	<30% cryptic				False			234.5	"<30%
cryptic"	90-100%	
Q5F889	[CARD]gb|AAN28945.1|ARO:3003785|Ctra_murA_FOF	AF-Q5F889-F1-model_v6	14.2	6.261999999999999e-23	444	433	436	937	1	433	1	436	0.9819819819819819	1.0	CARD	gb|AAN28945.1|ARO:3003785|Ctra_murA_FOF	ARO:3003785	antibiotic-resistant murA transferase	phosphonic acid antibiotic	antibiotic target alteration	Ctra_murA_FOF	True	False	90-100%	<30% cryptic	aroA	3-phosphoshikimate 1-carboxyvinyltransferase		False			217.0	"<30%
cryptic"	90-100%	Phenylalanine, tyrosine and tryptophan biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids
Q5F895	[SWISSPROT]sp|P43485|MCRA_STRLA	AF-Q5F895-F1-model_v6	12.9	4.834e-13	448	1277	645	550	152	796	18	447	1.0	0.5050900548159749	SWISSPROT	sp|P43485|MCRA_STRLA		Mitomycin radical oxidase			MCRA_STRLA	True	True	50-70%	<30% cryptic				False			639.0	"<30%
cryptic"	50-70%	
Q5F898	[SWISSPROT]sp|P43485|MCRA_STRLA	AF-Q5F898-F1-model_v6	11.2	2.379e-12	448	563	530	523	18	547	7	434	1.0	0.9413854351687388	SWISSPROT	sp|P43485|MCRA_STRLA		Mitomycin radical oxidase			MCRA_STRLA	True	False	90-100%	<30% cryptic	dld	Quinone-dependent D-lactate dehydrogenase		False			282.0	"<30%
cryptic"	90-100%	Pyruvate metabolism;Metabolic pathways;Microbial metabolism in diverse environments
Q5F8B0	[SWISSPROT]sp|Q57146|PAT_STRVT	AF-Q5F8B0-F1-model_v6	14.7	6.074e-10	183	160	161	410	5	160	8	168	0.8797814207650273	1.0	SWISSPROT	sp|Q57146|PAT_STRVT		Phosphinothricin N-acetyltransferase			PAT_STRVT	True	False	90-100%	<30% cryptic				False			80.5	"<30%
cryptic"	90-100%	
Q5F8B1	[CARD]gb|ABX54687.1|ARO:3002910|vanL	AF-Q5F8B1-F1-model_v6	13.2	2.475e-15	349	378	341	638	6	298	1	341	0.9770773638968482	0.9021164021164021	CARD	gb|ABX54687.1|ARO:3002910|vanL	ARO:3002910	Van ligase;glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration	vanL	True	False	90-100%	<30% cryptic	purK	N5-carboxyaminoimidazole ribonucleotide synthase		False			189.5	"<30%
cryptic"	90-100%	
Q5F8B3	[CARD]gb|AAC69328.1|ARO:3001265|Erm(30)	AF-Q5F8B3-F1-model_v6	14.7	4.659e-07	336	312	299	307	2	300	42	261	0.8898809523809523	0.9583333333333334	CARD	gb|AAC69328.1|ARO:3001265|Erm(30)	ARO:3001265	Erm 23S ribosomal RNA methyltransferase	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic	antibiotic target alteration	Erm(30)	True	True	90-100%	<30% cryptic		Cytosine-specific methyltransferase		False			156.5	"<30%
cryptic"	90-100%	Cysteine and methionine metabolism;Metabolic pathways
Q5F8B6	[CARD]gb|APB03219.1|ARO:3003986|TaeA	AF-Q5F8B6-F1-model_v6	35.6	3.273e-59	648	636	642	2537	1	634	1	642	0.9907407407407407	1.0	CARD	gb|APB03219.1|ARO:3003986|TaeA	ARO:3003986	ATP-binding cassette (ABC) antibiotic efflux pump	pleuromutilin antibiotic	antibiotic efflux	TaeA	False	True	90-100%	30-50% remote	uup	ATP-binding protein Uup		False			318.5	"30-50%
remote"	90-100%	
Q5F8B8	[CARD]gb|AAP82271.1|ARO:3004123|Bpse_Omp38	AF-Q5F8B8-F1-model_v6	9.9	1.44e-06	374	263	373	312	1	260	1	373	0.9973262032085561	1.0	CARD	gb|AAP82271.1|ARO:3004123|Bpse_Omp38	ARO:3004123	General Bacterial Porin with reduced permeability to beta-lactams	carbapenem;cephalosporin;monobactam;penicillin beta-lactam	reduced permeability to antibiotic	Bpse_Omp38	True	False	90-100%	<30% cryptic				False			132.0	"<30%
cryptic"	90-100%	
Q5F8C0	[SWISSPROT]sp|Q9HY65|ARNB_PSEAE	AF-Q5F8C0-F1-model_v6	13.5	5.632e-16	382	416	385	651	27	411	3	381	1.0	0.9254807692307693	SWISSPROT	sp|Q9HY65|ARNB_PSEAE		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransfera			ARNB_PSEAE	True	True	90-100%	<30% cryptic	glyA	Serine hydroxymethyltransferase		False			208.5	"<30%
cryptic"	90-100%	Glycine, serine and threonine metabolism;Cyanoamino acid metabolism;Glyoxylate and dicarboxylate metabolism;One carbon pool by folate;Methane metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids;Biosynthesis of cofactors;Folate transport and metabolism
Q5F8C6	[CARD]gb|APB03216.1|ARO:3003982|LlmA_23S_CLI	AF-Q5F8C6-F1-model_v6	10.8	2.452e-06	287	281	231	283	15	245	98	286	0.8048780487804879	0.8220640569395018	CARD	gb|APB03216.1|ARO:3003982|LlmA_23S_CLI	ARO:3003982	Llm 23S ribosomal RNA methyltransferase	lincosamide antibiotic	antibiotic target alteration	LlmA_23S_CLI	True	False	70-90%	<30% cryptic	rlmJ	Ribosomal RNA large subunit methyltransferase J		False			141.0	"<30%
cryptic"	70-90%	
Q5F8D8	[CARD]gb|BAA32493.1|ARO:3000423|FomA	AF-Q5F8D8-F1-model_v6	14.0	9.283e-12	266	298	268	486	26	293	2	262	1.0	0.8993288590604027	CARD	gb|BAA32493.1|ARO:3000423|FomA	ARO:3000423	Fom phosphotransferase family	phosphonic acid antibiotic	antibiotic inactivation	FomA	True	False	70-90%	<30% cryptic	argB	Acetylglutamate kinase		False			149.5	"<30%
cryptic"	70-90%	Arginine biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids
Q5F8E0	[SWISSPROT]sp|Q9HZ62|MUPP_PSEAE	AF-Q5F8E0-F1-model_v6	18.4	4.029e-06	226	222	221	283	2	222	6	210	0.9778761061946902	0.9954954954954955	SWISSPROT	sp|Q9HZ62|MUPP_PSEAE		N-acetylmuramic acid 6-phosphate phosphatase			MUPP_PSEAE	True	False	90-100%	<30% cryptic		Histidinol-phosphatase		False			111.5	"<30%
cryptic"	90-100%	Histidine metabolism;Biosynthesis of amino acids
Q5F8E1	[CARD]gb|AAK37618.1|ARO:3005008|TxR	AF-Q5F8E1-F1-model_v6	17.6	2.608e-07	318	222	250	328	21	221	27	276	0.7861635220125787	1.0	CARD	gb|AAK37618.1|ARO:3005008|TxR	ARO:3005008	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	TxR	True	False	90-100%	<30% cryptic				False			111.5	"<30%
cryptic"	90-100%	
Q5F8E5	[SWISSPROT]sp|P0AEK6|FABI_SHIFL	AF-Q5F8E5-F1-model_v6	18.8	2.263e-16	262	239	246	685	1	238	1	246	0.9389312977099237	1.0	SWISSPROT	sp|P0AEK6|FABI_SHIFL		Enoyl-[acyl-carrier-protein] reductase [NADH] FabI			FABI_SHIFL	True	True	90-100%	<30% cryptic				False			120.0	"<30%
cryptic"	90-100%	
Q5F8E8	[SWISSPROT]sp|Q88QQ4|ANMK_PSEPK	AF-Q5F8E8-F1-model_v6	9.5	2.913e-06	363	620	371	309	19	389	2	345	1.0	0.5983870967741935	SWISSPROT	sp|Q88QQ4|ANMK_PSEPK		Anhydro-N-acetylmuramic acid kinase			ANMK_PSEPK	True	True	50-70%	<30% cryptic	hscA	Chaperone protein HscA homolog		False			310.5	"<30%
cryptic"	50-70%	
Q5F8F5	[SWISSPROT]sp|P0A1C3|ACCA_SALTY	AF-Q5F8F5-F1-model_v6	62.3	3.257e-43	319	319	319	1857	1	316	1	319	1.0	1.0	SWISSPROT	sp|P0A1C3|ACCA_SALTY		Acetyl-coenzyme A carboxylase carboxyl transferase subunit a			ACCA_SALTY	False	True	90-100%	50-70% moderate	accA	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha		False			160.0	"50-70%
moderate"	90-100%	Fatty acid biosynthesis;Pyruvate metabolism;Propanoate metabolism;Other carbon fixation pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;Fatty acid metabolism
Q5F8F7	[SWISSPROT]sp|Q9F5K6|AVRB_STRVR	AF-Q5F8F7-F1-model_v6	21.9	2.8189999999999997e-22	287	261	269	889	1	260	12	280	0.9372822299651568	1.0	SWISSPROT	sp|Q9F5K6|AVRB_STRVR		23S rRNA (uridine(2479)-2'-O)-methyltransferase			AVRB_STRVR	True	True	90-100%	<30% cryptic				False			131.0	"<30%
cryptic"	90-100%	
Q5F8G0	[SWISSPROT]sp|I6Y0R5|FOLC_MYCTU	AF-Q5F8G0-F1-model_v6	14.5	8.328e-16	487	458	431	709	94	455	53	483	0.8850102669404517	0.9410480349344978	SWISSPROT	sp|I6Y0R5|FOLC_MYCTU		Dihydrofolate synthase/folylpolyglutamate synthase			FOLC_MYCTU	True	False	90-100%	<30% cryptic	mpl	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase		False			229.5	"<30%
cryptic"	90-100%	
Q5F8G2	[SWISSPROT]sp|O05701|DHPS_STAAU	AF-Q5F8G2-F1-model_v6	11.6	1.229e-06	267	350	271	306	55	325	3	254	1.0	0.7742857142857142	SWISSPROT	sp|O05701|DHPS_STAAU		Dihydropteroate synthase			DHPS_STAAU	True	False	70-90%	<30% cryptic	bioB	Biotin synthase		False			175.5	"<30%
cryptic"	70-90%	Biotin metabolism;Metabolic pathways;Biosynthesis of cofactors
Q5F8G7	[SWISSPROT]sp|P0A6N3|EFTU_ECO57	AF-Q5F8G7-F1-model_v6	13.7	4.537e-16	394	360	384	697	7	359	6	389	0.9746192893401016	1.0	SWISSPROT	sp|P0A6N3|EFTU_ECO57		Elongation factor Tu			EFTU_ECO57	True	False	90-100%	<30% cryptic		precorrin-2 dehydrogenase		False			180.5	"<30%
cryptic"	90-100%	Purine metabolism;Monobactam biosynthesis;Selenocompound metabolism;Sulfur metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Sulfur cycle
Q5F8H0	[SWISSPROT]sp|Q55002|OTRA_STRRM	AF-Q5F8H0-F1-model_v6	19.3	5.194e-35	663	603	640	1549	3	481	2	641	0.9653092006033183	1.0	SWISSPROT	sp|Q55002|OTRA_STRRM		Oxytetracycline resistance protein			OTRA_STRRM	True	True	90-100%	<30% cryptic	bipA	Large ribosomal subunit assembly factor BipA		False			302.0	"<30%
cryptic"	90-100%	
Q5F8I0	[SWISSPROT]sp|Q99UQ0|RLMN_STAAM	AF-Q5F8I0-F1-model_v6	14.9	5.939e-06	364	327	239	269	82	317	116	354	0.6565934065934066	0.7308868501529052	SWISSPROT	sp|Q99UQ0|RLMN_STAAM		Probable dual-specificity RNA methyltransferase RlmN			RLMN_STAAM	True	True	70-90%	<30% cryptic	lipA	Lipoyl synthase		False			164.0	"<30%
cryptic"	70-90%	Lipoic acid metabolism;Metabolic pathways;Biosynthesis of cofactors
Q5F8J2	[CARD]gb|AKA86814.1|ARO:3003746|optrA	AF-Q5F8J2-F1-model_v6	28.0	6.445e-54	655	640	635	2315	2	636	21	655	0.9694656488549618	0.9921875	CARD	gb|AKA86814.1|ARO:3003746|optrA	ARO:3003746	Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins	oxazolidinone antibiotic;phenicol antibiotic	antibiotic target protection	optrA	True	True	90-100%	<30% cryptic		Probable ATP-binding protein YheS		False			320.5	"<30%
cryptic"	90-100%	
Q5F8J8	[CARD]gb|AAK37618.1|ARO:3005008|TxR	AF-Q5F8J8-F1-model_v6	15.9	8.442e-07	318	820	261	308	322	582	20	279	0.8207547169811321	0.3182926829268293	CARD	gb|AAK37618.1|ARO:3005008|TxR	ARO:3005008	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	TxR	True	True	30-50%	<30% cryptic	lon	Lon protease		False			410.5	"<30%
cryptic"	30-50%	
Q5F8K2	[SWISSPROT]sp|O34697|BCEA_BACSU	AF-Q5F8K2-F1-model_v6	34.3	1.7910000000000003e-26	253	231	230	1114	4	230	2	231	0.9090909090909091	0.9956709956709957	SWISSPROT	sp|O34697|BCEA_BACSU		Bacitracin export ATP-binding protein BceA			BCEA_BACSU	False	True	90-100%	30-50% remote	lolD	Lipoprotein-releasing system ATP-binding protein LolD		False			116.0	"30-50%
remote"	90-100%	ABC transporters
Q5F8K3	[SWISSPROT]sp|Q0C1N8|MACB_HYPNA	AF-Q5F8K3-F1-model_v6	18.7	1.71e-18	645	415	411	929	5	415	255	645	0.6372093023255814	0.9903614457831326	SWISSPROT	sp|Q0C1N8|MACB_HYPNA		Macrolide export ATP-binding/permease protein MacB			MACB_HYPNA	True	False	90-100%	<30% cryptic				False			208.0	"<30%
cryptic"	90-100%	ABC transporters
Q5F8K8	[CARD]gb|APB03219.1|ARO:3003986|TaeA	AF-Q5F8K8-F1-model_v6	27.8	1.789e-48	648	542	540	2085	1	540	3	534	0.8333333333333334	0.996309963099631	CARD	gb|APB03219.1|ARO:3003986|TaeA	ARO:3003986	ATP-binding cassette (ABC) antibiotic efflux pump	pleuromutilin antibiotic	antibiotic efflux	TaeA	True	True	90-100%	<30% cryptic		Probable ATP-binding protein YbiT		False			271.5	"<30%
cryptic"	90-100%	
Q5F8L2	[CARD]gb|AAK37618.1|ARO:3005008|TxR	AF-Q5F8L2-F1-model_v6	16.4	2.017e-10	318	343	311	450	31	341	19	318	0.9779874213836478	0.9067055393586005	CARD	gb|AAK37618.1|ARO:3005008|TxR	ARO:3005008	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	TxR	True	True	90-100%	<30% cryptic	ruvB	Holliday junction branch migration complex subunit RuvB		False			172.0	"<30%
cryptic"	90-100%	Homologous recombination
Q5F8L4	[CARD]gb|WP_102607457.1|ARO:3004361|sul4	AF-Q5F8L4-F1-model_v6	14.0	1.745e-09	287	230	277	429	1	227	11	287	0.9651567944250871	1.0	CARD	gb|WP_102607457.1|ARO:3004361|sul4	ARO:3004361	sulfonamide resistant sul	sulfonamide antibiotic	antibiotic target replacement	sul4	True	True	90-100%	<30% cryptic	rpe	Ribulose-phosphate 3-epimerase		False			115.5	"<30%
cryptic"	90-100%	Pentose phosphate pathway;Pentose and glucuronate interconversions;Carbon fixation by Calvin cycle;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids
Q5F8L8	[SWISSPROT]sp|Q88QT2|MURU_PSEPK	AF-Q5F8L8-F1-model_v6	18.4	1.342e-07	223	204	213	312	16	203	2	214	0.9551569506726457	1.0	SWISSPROT	sp|Q88QT2|MURU_PSEPK		N-acetylmuramate alpha-1-phosphate uridylyltransferase			MURU_PSEPK	True	False	90-100%	<30% cryptic	mobA	Molybdenum cofactor guanylyltransferase		False			102.5	"<30%
cryptic"	90-100%	Folate biosynthesis;Metabolic pathways
Q5F8L9	[CARD]gb|CYF42523.1|ARO:3004047|kdpD	AF-Q5F8L9-F1-model_v6	15.4	1.303e-16	885	589	469	807	166	587	413	881	0.5299435028248588	0.7962648556876061	CARD	gb|CYF42523.1|ARO:3004047|kdpD	ARO:3004047	kdpDE	aminoglycoside antibiotic	antibiotic efflux	kdpD	True	False	70-90%	<30% cryptic		Sensor protein		False			295.0	"<30%
cryptic"	70-90%	Two-component system
Q5F8M0	[SWISSPROT]sp|Q7A4R9|VRAR_STAAN	AF-Q5F8M0-F1-model_v6	38.2	6.389e-21	209	218	214	852	1	214	1	209	1.0	0.981651376146789	SWISSPROT	sp|Q7A4R9|VRAR_STAAN		Response regulator protein VraR			VRAR_STAAN	False	False	90-100%	30-50% remote				False			109.5	"30-50%
remote"	90-100%	Two-component system
Q5F8M4	[CARD]gb|APB03216.1|ARO:3003982|LlmA_23S_CLI	AF-Q5F8M4-F1-model_v6	14.7	1.664e-08	287	222	190	366	47	221	98	287	0.662020905923345	0.8558558558558559	CARD	gb|APB03216.1|ARO:3003982|LlmA_23S_CLI	ARO:3003982	Llm 23S ribosomal RNA methyltransferase	lincosamide antibiotic	antibiotic target alteration	LlmA_23S_CLI	True	True	70-90%	<30% cryptic				False			111.5	"<30%
cryptic"	70-90%	
Q5F8M6	[SWISSPROT]sp|P20083|PARE_ECOLI	AF-Q5F8M6-F1-model_v6	17.8	1.872e-16	630	658	344	717	4	324	10	353	0.546031746031746	0.5227963525835866	SWISSPROT	sp|P20083|PARE_ECOLI		DNA topoisomerase 4 subunit B			PARE_ECOLI	True	True	50-70%	<30% cryptic	mutL	DNA mismatch repair protein MutL		False			329.5	"<30%
cryptic"	50-70%	
